licenseNumber,businessName,licenseType,State,StateAbbr,address,city,zipCode,expirationDate,status,phone,email
050-1017115637F,Natural Remedies,recreational retailer,Oregon,OR,,,,06/27/2025,active,,
050-1017432812F,TJ's on Broadway,recreational retailer,Oregon,OR,,,,09/16/2025,active,,
050-1017934966E,Nectar,recreational retailer,Oregon,OR,,,,12/20/2024,active,,
050-1019275662B,Refinery Canna Connoisseur,recreational retailer,Oregon,OR,,,,06/06/2024,active,,
050-1022133081E,MAKS Oregon LLC,recreational retailer,Oregon,OR,,,,04/26/2024,active,,
050-1022388374D,Good Karma Commercial,recreational retailer,Oregon,OR,,,,01/02/2025,active,,
050-1022732561B,Pendleton Cannabis,recreational retailer,Oregon,OR,,,,12/11/2024,active,,
050-1022840966C,Private reserve Cannabis 101,recreational retailer,Oregon,OR,,,,11/16/2024,active,,
050-1023557271F,Ripped City Greenz,recreational retailer,Oregon,OR,,,,03/19/2025,active,,
050-1023563016E,M.C. Spectrum,recreational retailer,Oregon,OR,,,,05/07/2024,active,,
050-1023643163D,Joint Venture Cannabis,recreational retailer,Oregon,OR,,,,07/04/2024,active,,
050-1024521338D,THX,recreational retailer,Oregon,OR,,,,09/05/2024,active,,
050-1024657936A,Ishen Tree,recreational retailer,Oregon,OR,,,,08/10/2024,active,,
050-1024663670B,Truth Dispensary,recreational retailer,Oregon,OR,,,,08/09/2025,active,,
050-1025311869F,Homegrown Oregon,recreational retailer,Oregon,OR,,,,12/27/2024,active,,
050-1025319611D,Chalice Farms,recreational retailer,Oregon,OR,,,,12/27/2024,active,,
050-1025344846C,Chalice Farms,recreational retailer,Oregon,OR,,,,12/25/2024,active,,
050-1025346633F,Chalice Farms,recreational retailer,Oregon,OR,,,,12/25/2024,active,,
050-1025388328A,Sensible Cannabis Company,recreational retailer,Oregon,OR,,,,12/25/2024,active,,
050-1025540764D,Lucky Lion,recreational retailer,Oregon,OR,,,,01/17/2025,active,,
050-10000590807,DiamondTREE,recreational retailer,Oregon,OR,,,,12/31/2024,active,,
050-10000680436,MARITIME CAFE,recreational retailer,Oregon,OR,,,,12/31/2024,active,,
050-10001271938,Breeze Botanicals Ashland,recreational retailer,Oregon,OR,,,,09/30/2025,active,,
050-10001759551,Nectar,recreational retailer,Oregon,OR,,,,12/29/2024,active,,
050-10002248531,Growing ReLeaf,recreational retailer,Oregon,OR,,,,12/31/2024,active,,
050-10002659379,Emerald City Medicinal,recreational retailer,Oregon,OR,,,,09/30/2024,active,,
050-10006222890,The Holistic Coop LLC,recreational retailer,Oregon,OR,,,,11/16/2024,active,,
050-10007839141,Budlandia,recreational retailer,Oregon,OR,,,,12/30/2024,active,,
050-10008176667,satchel,recreational retailer,Oregon,OR,,,,11/02/2024,active,,
050-10008384059,Miracle Greens,recreational retailer,Oregon,OR,,,,11/06/2024,active,,
050-10008629837,Hi Cascade,recreational retailer,Oregon,OR,,,,12/31/2024,active,,
050-10009640876,Alternative Solutions,recreational retailer,Oregon,OR,,,,04/03/2024,active,,
050-10010073418,Good Karma,recreational retailer,Oregon,OR,,,,12/30/2024,active,,
050-10010393593,Kaya Shack,recreational retailer,Oregon,OR,,,,05/01/2025,active,,
050-10020141411,Cannabis Nation Gresham,recreational retailer,Oregon,OR,,,,10/05/2024,active,,
050-10020483760,Cannabis Nation - Seaside,recreational retailer,Oregon,OR,,,,12/28/2024,active,,
050-10023615819,Thurman Street Collective,recreational retailer,Oregon,OR,,,,12/31/2024,active,,
050-10024220915,Kings of Canna,recreational retailer,Oregon,OR,,,,11/28/2024,active,,
050-10024934771,Medicine Tree LLC,recreational retailer,Oregon,OR,,,,12/28/2024,active,,
050-10026282919,Fireside Dispensary,recreational retailer,Oregon,OR,,,,12/18/2023,active,,
050-10027689736,FLOWR OF LYFE,recreational retailer,Oregon,OR,,,,12/27/2024,active,,
050-10032418898,Green Ridge Apothecary,recreational retailer,Oregon,OR,,,,10/03/2024,active,,
050-10032511404,Oregon's Best Buds,recreational retailer,Oregon,OR,,,,01/08/2024,active,,
050-10032676561,Hijinx Cannabis Co,recreational retailer,Oregon,OR,,,,01/12/2024,active,,
050-10033590195,Canna Bros.,recreational retailer,Oregon,OR,,,,06/19/2025,active,,
050-10034717686,"Hwy 99 Cannabis, Co.",recreational retailer,Oregon,OR,,,,10/20/2025,active,,
050-10035451904,Oregrown Bend,recreational retailer,Oregon,OR,,,,11/16/2024,active,,
050-10038053342,Urban Farmacy,recreational retailer,Oregon,OR,,,,12/29/2024,active,,
050-10038995791,Green Room (Campus),recreational retailer,Oregon,OR,,,,12/28/2024,active,,
050-10039071885,Uplift Botanicals,recreational retailer,Oregon,OR,,,,12/29/2024,active,,
050-10039882706,Bigfoot Bud Company,recreational retailer,Oregon,OR,,,,12/27/2024,active,,
050-10044175634,THC Recreation Station Salem,recreational retailer,Oregon,OR,,,,01/17/2025,active,,
050-10044623308,Jenny's Dispensary,recreational retailer,Oregon,OR,,,,03/02/2025,active,,
050-10044942643,Green Cross Cannabis Emporium,recreational retailer,Oregon,OR,,,,03/05/2025,active,,
050-10045287738,5th LMNT,recreational retailer,Oregon,OR,,,,01/11/2025,active,,
050-10046559560,Marie Janes Cannabis Connection,recreational retailer,Oregon,OR,,,,03/06/2025,active,,
050-10047883377,Sumpter Nugget,recreational retailer,Oregon,OR,,,,01/11/2025,active,,
050-10049061904,HomeGrown Remedies,recreational retailer,Oregon,OR,,,,01/04/2025,active,,
050-10049124667,Cougar Cannabis LLC,recreational retailer,Oregon,OR,,,,02/08/2025,active,,
050-10049202770,Oregon's Own,recreational retailer,Oregon,OR,,,,05/13/2025,active,,
050-10049684964,Central Organics,recreational retailer,Oregon,OR,,,,01/23/2025,active,,
050-10050652956,SkunkRX,recreational retailer,Oregon,OR,,,,02/12/2025,active,,
050-10051024930,Canna Beach Junction,recreational retailer,Oregon,OR,,,,09/10/2024,active,,
050-10051701948,Sativa's Place,recreational retailer,Oregon,OR,,,,02/06/2025,active,,
050-10051948111,C&C Farms Rec Shop,recreational retailer,Oregon,OR,,,,07/26/2024,active,,
050-10054414005,BUD BROS LLC,recreational retailer,Oregon,OR,,,,02/13/2025,active,,
050-10059292304,Sweet Leaf Illusions,recreational retailer,Oregon,OR,,,,02/14/2025,active,,
050-10061095779,Cloud 9 Wellness,recreational retailer,Oregon,OR,,,,08/22/2025,active,,
050-10061656460,HD Botanicals,recreational retailer,Oregon,OR,,,,06/19/2025,active,,
050-10063534435,"Wild West Emporium, Duke Street",recreational retailer,Oregon,OR,,,,04/30/2024,active,,
050-10069997015,Going Green Sweet Home,recreational retailer,Oregon,OR,,,,11/29/2025,active,,
050-10071949172,La Mota Front Ave LLC,recreational retailer,Oregon,OR,,,,09/23/2024,active,,
050-10079307113,La Mota,recreational retailer,Oregon,OR,,,,07/31/2025,active,,
050-10081041764,Cannabis Nation Oregon City,recreational retailer,Oregon,OR,,,,05/10/2025,active,,
050-10082288469,Pharm To Table,recreational retailer,Oregon,OR,,,,07/05/2025,active,,
050-10085557734,The Oz. House,recreational retailer,Oregon,OR,,,,03/22/2025,active,,
050-10085813943,The New Amsterdam,recreational retailer,Oregon,OR,,,,06/17/2025,active,,
050-10088018221,Mother Earth Medicines,recreational retailer,Oregon,OR,,,,04/03/2025,active,,
050-10088208976,Somewhere,recreational retailer,Oregon,OR,,,,02/04/2025,active,,
050-10090892548,Greenery,recreational retailer,Oregon,OR,,,,08/28/2024,active,,
050-10092871208,The House of Dank LLC,recreational retailer,Oregon,OR,,,,05/30/2025,active,,
050-10097838926,HGR2,recreational retailer,Oregon,OR,,,,05/29/2025,active,,
050-10103955057,"Today's Herbal Choice Reedsport, LLC",recreational retailer,Oregon,OR,,,,03/13/2025,active,,
050-10109341201,High Quality Compassion,recreational retailer,Oregon,OR,,,,11/19/2024,active,,
050-10111819607,Herbal Choices,recreational retailer,Oregon,OR,,,,07/04/2025,active,,
050-10112435901,Deanz Greenz,recreational retailer,Oregon,OR,,,,11/29/2024,active,,
050-10113847600,PotLand,recreational retailer,Oregon,OR,,,,06/17/2025,active,,
050-10116382457,Mr. Nice Guy Retail,recreational retailer,Oregon,OR,,,,12/13/2024,active,,
050-10118198534,Mr. Nice Guy Retail,recreational retailer,Oregon,OR,,,,11/30/2024,active,,
050-10121449985,Eden,recreational retailer,Oregon,OR,,,,03/07/2024,active,,
050-10121623400,Green Cross Cannabis Emporium,recreational retailer,Oregon,OR,,,,12/17/2024,active,,
050-10121913172,Ocean Grown Cannabis Company,recreational retailer,Oregon,OR,,,,10/23/2024,active,,
050-10124782846,Western Oregon Dispensary,recreational retailer,Oregon,OR,,,,12/10/2024,active,,
050-10126938755,Bud's,recreational retailer,Oregon,OR,,,,06/01/2024,active,,
050-10129671010,RJ's Leaf,recreational retailer,Oregon,OR,,,,12/07/2024,active,,
050-10135587382,Mr. Nice Guy Bend,recreational retailer,Oregon,OR,,,,11/14/2024,active,,
050-10140009965,A Better Way Cannabis,recreational retailer,Oregon,OR,,,,03/21/2025,active,,
050-10145124694,Cream Cannabis,recreational retailer,Oregon,OR,,,,04/18/2024,active,,
050-10146546503,TJ's Provisions,recreational retailer,Oregon,OR,,,,09/03/2024,active,,
050-10150638165,Nectar,recreational retailer,Oregon,OR,,,,10/20/2024,active,,
050-10151557699,Zion,recreational retailer,Oregon,OR,,,,04/19/2024,active,,
050-10155684476,Going Green Eugene,recreational retailer,Oregon,OR,,,,09/28/2025,active,,
050-10158844904,"NW Compassion Medical Center, Inc",recreational retailer,Oregon,OR,,,,10/06/2025,active,,
050-10158961801,La Mota,recreational retailer,Oregon,OR,,,,11/03/2024,active,,
050-10160898042,Substance,recreational retailer,Oregon,OR,,,,10/06/2025,active,,
050-10161982296,Knotty Leaves,recreational retailer,Oregon,OR,,,,12/09/2024,active,,
050-10162085768,High Tide Wellness Center LLC.,recreational retailer,Oregon,OR,,,,03/14/2025,active,,
050-10167774072,GREENFRONT,recreational retailer,Oregon,OR,,,,05/04/2025,active,,
050-10169436254,Top Crop Cannabis,recreational retailer,Oregon,OR,,,,08/09/2025,active,,
050-10171352370,The Herb Center,recreational retailer,Oregon,OR,,,,07/19/2025,active,,
050-10175503366,Nectar,recreational retailer,Oregon,OR,,,,11/18/2024,active,,
050-10179386307,Nectar,recreational retailer,Oregon,OR,,,,12/21/2024,active,,
050-10182713171,Wicked Flower Shop,recreational retailer,Oregon,OR,,,,06/08/2025,active,,
050-10183821921,Mood,recreational retailer,Oregon,OR,,,,04/24/2024,active,,
050-10184421855,Chalice Farms,recreational retailer,Oregon,OR,,,,06/29/2024,active,,
050-10186339455,WeedAgain,recreational retailer,Oregon,OR,,,,05/11/2025,active,,
050-10188271030,Green Cross Cannabis Emporium,recreational retailer,Oregon,OR,,,,03/14/2025,active,,
050-10190196896,Nectar,recreational retailer,Oregon,OR,,,,06/01/2025,active,,
050-10201128197,Sensible Cannabis Company,recreational retailer,Oregon,OR,,,,09/12/2025,active,,
050-10211129638,The Herbsman,recreational retailer,Oregon,OR,,,,07/07/2025,active,,
050-10221550293,Mint Cannabis Co.,recreational retailer,Oregon,OR,,,,07/28/2025,active,,
050-10233096850,The Cannabis Shop,recreational retailer,Oregon,OR,,,,01/22/2025,active,,
050-10237733790,Green Oasis Cannabis Dispensary,recreational retailer,Oregon,OR,,,,04/30/2025,active,,
050-10241488342,Lemonnade Milwaukie,recreational retailer,Oregon,OR,,,,06/27/2025,active,,
050-10242705456,Rogue Valley Cannabis,recreational retailer,Oregon,OR,,,,08/28/2025,active,,
050-10243221743,Modern Forrest,recreational retailer,Oregon,OR,,,,11/21/2024,active,,
050-10244898359,The Flower Room,recreational retailer,Oregon,OR,,,,09/13/2025,active,,
050-10245470240,The New Amsterdam,recreational retailer,Oregon,OR,,,,08/27/2024,active,,
050-10251865797,Smooth Roots Astoria,recreational retailer,Oregon,OR,,,,11/16/2024,active,,
050-10253237933,Belushis Animal House,recreational retailer,Oregon,OR,,,,12/25/2024,active,,
050-10257546056,Gnome Grown Oregon,recreational retailer,Oregon,OR,,,,02/26/2025,active,,
060-3732,East Fork Cultivars,recreational wholesaler,Oregon,OR,,,,06/12/2025,active,,
060-3777,Treasure Valley Cannabis Company,recreational wholesaler,Oregon,OR,,,,06/20/2025,active,,
060-3825,Heights Ops LLC,recreational wholesaler,Oregon,OR,,,,07/07/2025,active,,
060-3877,Ka Cha Wholesale,recreational wholesaler,Oregon,OR,,,,07/17/2025,active,,
060-3893,Hillside Wholesales,recreational wholesaler,Oregon,OR,,,,07/23/2025,active,,
060-3917,Horticulture Distribution LLC,recreational wholesaler,Oregon,OR,,,,07/30/2025,active,,
060-4371,GOLDEN STALLION ENTERPRISE PDX LLC,recreational wholesaler,Oregon,OR,,,,08/25/2025,active,,
060-1003259F4AB,Anthos Distribution,recreational wholesaler,Oregon,OR,,,,06/13/2025,active,,
060-1003261D0E0, Nova Portland,recreational wholesaler,Oregon,OR,,,,04/05/2024,active,,
060-1003632ACAB,ABC1,recreational wholesaler,Oregon,OR,,,,03/19/2025,active,,
060-1004185E1D1,Madrone Wholesale,recreational wholesaler,Oregon,OR,,,,01/26/2025,active,,
060-1004387FF56,Rebel Spirit Cannabis,recreational wholesaler,Oregon,OR,,,,12/29/2024,active,,
060-1004615E2CC,Cultivated Industries,recreational wholesaler,Oregon,OR,,,,11/09/2024,active,,
060-1004799A262,"CWD NORTHWEST, INC.",recreational wholesaler,Oregon,OR,,,,05/08/2025,active,,
060-1005118BE4F,DH Wholesale,recreational wholesaler,Oregon,OR,,,,01/09/2025,active,,
060-1005241F8C1,Treqq,recreational wholesaler,Oregon,OR,,,,12/08/2024,active,,
060-1005931F691,M Thrive Organics LLC,recreational wholesaler,Oregon,OR,,,,10/18/2024,active,,
060-1005964E660,Good Day Distro,recreational wholesaler,Oregon,OR,,,,07/23/2025,active,,
060-1005999C2FD,Nectar,recreational wholesaler,Oregon,OR,,,,04/27/2025,active,,
060-1006219C093,Grown Rogue Distribution,recreational wholesaler,Oregon,OR,,,,10/08/2025,active,,
060-1007098A103,"Moto Perpetuo Farm, Cascade Chronic",recreational wholesaler,Oregon,OR,,,,02/20/2025,active,,
060-1007408B732,Cloud Cover,recreational wholesaler,Oregon,OR,,,,07/28/2025,active,,
060-1007418AD59,Fillmore Packing,recreational wholesaler,Oregon,OR,,,,08/24/2025,active,,
060-1007812E12C,Golden Jasmine,recreational wholesaler,Oregon,OR,,,,12/28/2024,active,,
060-1007937EEFF,La Mota,recreational wholesaler,Oregon,OR,,,,09/30/2024,active,,
060-1009031DBC6,PF Wholesale,recreational wholesaler,Oregon,OR,,,,02/21/2025,active,,
060-1009092E8CB,Willamette Valley Alchemy Wholesale,recreational wholesaler,Oregon,OR,,,,03/14/2025,active,,
060-1010135EC04,Hotbox Farms,recreational wholesaler,Oregon,OR,,,,03/12/2025,active,,
060-1010465F85B,"Vertical Extent, Inc.",recreational wholesaler,Oregon,OR,,,,05/02/2025,active,,
060-1011643A9A1,Shivaay Distribution,recreational wholesaler,Oregon,OR,,,,12/20/2024,active,,
060-1011651C510,Bahama Buds,recreational wholesaler,Oregon,OR,,,,02/09/2025,active,,
060-1011710B610,Farmers First,recreational wholesaler,Oregon,OR,,,,01/24/2025,active,,
060-1011745F67D,Uplifted,recreational wholesaler,Oregon,OR,,,,09/04/2025,active,,
060-1011899F464,Mana Distribution,recreational wholesaler,Oregon,OR,,,,02/17/2025,active,,
060-1012041EA5F,Oregon Cannabis Clones,recreational wholesaler,Oregon,OR,,,,12/13/2024,active,,
060-1012187DCE2,Pioneer Cannabis Co.,recreational wholesaler,Oregon,OR,,,,02/16/2025,active,,
060-1012207FC48,"Yak, Inc.",recreational wholesaler,Oregon,OR,,,,12/17/2024,active,,
060-1012251E8C0,Columbia Garden Wholesale,recreational wholesaler,Oregon,OR,,,,11/14/2024,active,,
060-1012309A528,Quiver Distribution,recreational wholesaler,Oregon,OR,,,,01/24/2025,active,,
060-1012348A342,Million Elephants,recreational wholesaler,Oregon,OR,,,,02/20/2025,active,,
060-1012592C515,The EXchange,recreational wholesaler,Oregon,OR,,,,02/23/2025,active,,
060-1012822CFC0,Sensible Cannabis Company,recreational wholesaler,Oregon,OR,,,,08/15/2025,active,,
060-1012830FF06,Raptor Distribution,recreational wholesaler,Oregon,OR,,,,10/03/2024,active,,
060-1012889E0F2,Oregon Original Distributors,recreational wholesaler,Oregon,OR,,,,03/29/2025,active,,
060-1013021C254,PDX Distribution LLC,recreational wholesaler,Oregon,OR,,,,02/23/2025,active,,
060-1013046D69C,Rogue's Lair Wholesale,recreational wholesaler,Oregon,OR,,,,11/15/2024,active,,
060-1013395D829,Halo Labs; Hush; Hushcanna,recreational wholesaler,Oregon,OR,,,,01/29/2025,active,,
060-1015409AB9B,Weedbucks Wholesale,recreational wholesaler,Oregon,OR,,,,05/31/2025,active,,
060-1015655A550,Oregon Cannabis Wholesale,recreational wholesaler,Oregon,OR,,,,05/23/2025,active,,
060-1015754F7D9,ABC2,recreational wholesaler,Oregon,OR,,,,02/23/2025,active,,
060-1015806F509,TBH Wholesale,recreational wholesaler,Oregon,OR,,,,01/26/2025,active,,
060-1015939D3D1,"Swell Companies Limited, aka Dab Society",recreational wholesaler,Oregon,OR,,,,02/16/2025,active,,
060-1016181A490,Cake LLC,recreational wholesaler,Oregon,OR,,,,11/01/2024,active,,
060-1016366A013,Wykanush Cannabis,recreational wholesaler,Oregon,OR,,,,08/25/2025,active,,
060-1016467EDCE,Engineered Extracts,recreational wholesaler,Oregon,OR,,,,01/03/2025,active,,
060-1016476A2CE,Fr33dom Farms,recreational wholesaler,Oregon,OR,,,,01/25/2025,active,,
060-1016499FD95,BJS A Grade,recreational wholesaler,Oregon,OR,,,,05/02/2025,active,,
060-1016507F3C1,PCM-BEND,recreational wholesaler,Oregon,OR,,,,09/19/2024,active,,
060-1016676F378,DYME Distribution,recreational wholesaler,Oregon,OR,,,,04/27/2025,active,,
060-1016699A883,Fire Dept. Cannabis,recreational wholesaler,Oregon,OR,,,,12/05/2024,active,,
060-1016845DBB9,Nimble Distribution,recreational wholesaler,Oregon,OR,,,,05/20/2025,active,,
060-1016957B9FF,Indulge Distribution,recreational wholesaler,Oregon,OR,,,,11/01/2025,active,,
060-1016971B39D,ABC3,recreational wholesaler,Oregon,OR,,,,03/27/2025,active,,
060-1017014B891,Natural Roots Distribution,recreational wholesaler,Oregon,OR,,,,08/17/2025,active,,
060-1017205A562,ASAP BUDS,recreational wholesaler,Oregon,OR,,,,02/09/2025,active,,
060-1017313AD83,Pharmer's Market,recreational wholesaler,Oregon,OR,,,,02/23/2025,active,,
060-1017369D6D3,ANM Wholesaler 2,recreational wholesaler,Oregon,OR,,,,08/05/2024,active,,
060-1017393D8FA,Green Beehive,recreational wholesaler,Oregon,OR,,,,11/03/2024,active,,
060-1017430C9B0,Reefer Distribution (IND),recreational wholesaler,Oregon,OR,,,,09/16/2025,active,,
060-1017500BF19,Crop Valley,recreational wholesaler,Oregon,OR,,,,04/26/2025,active,,
060-1017572C5AE,Real Oregon,recreational wholesaler,Oregon,OR,,,,05/09/2025,active,,
060-1018016E47A,Dark Horse Distribution,recreational wholesaler,Oregon,OR,,,,12/22/2024,active,,
060-1018581A34C,ANM PDX Wholesale 1,recreational wholesaler,Oregon,OR,,,,04/07/2025,active,,
060-1018745F999,Buzz Box,recreational wholesaler,Oregon,OR,,,,04/12/2025,active,,
060-1018825F60D,Konnex Wholesale,recreational wholesaler,Oregon,OR,,,,05/09/2025,active,,
060-1019574BFDC,Full Bloom Distribution,recreational wholesaler,Oregon,OR,,,,06/13/2025,active,,
060-1020225D119,OG Extracts,recreational wholesaler,Oregon,OR,,,,07/26/2025,active,,
060-1021899FA94,Calyx Wholesale,recreational wholesaler,Oregon,OR,,,,07/04/2025,active,,
060-1022120DA38,Southern Oregon House of Dank,recreational wholesaler,Oregon,OR,,,,10/17/2024,active,,
060-1022200B037,Bridgetown Wholesale,recreational wholesaler,Oregon,OR,,,,03/15/2025,active,,
